Date,close,high,low,open,volume
2005-01-03,33.61600875854492,34.28832971286456,33.505372884003606,34.11812142429017,100970900
2005-01-04,33.00326156616211,33.820260735396054,32.807523162565886,33.76068507247674,136623200
2005-01-05,32.79899978637695,33.15643412800319,32.73942739610592,32.91814456691903,127925500
2005-01-06,32.637298583984375,32.943672713787514,32.62878963435722,32.87559137741548,102934600
2005-01-07,32.80752944946289,33.07986147591004,32.518176265556065,32.816041651419646,123104000
2005-01-10,32.79051208496094,33.07986530233795,32.671367215415266,32.713918490759546,88764200
2005-01-11,32.56072235107422,32.76497296161204,32.39902625063621,32.654337078968496,106398800
2005-01-12,32.83304977416992,32.85006767841966,32.34795509528616,32.705392767129055,127754900
2005-01-13,32.39901351928711,33.06282206139495,32.347950075104954,32.83304467870534,101982400
2005-01-14,32.70539855957031,32.78199212806978,32.501147961420685,32.50966016150569,93460900
2005-01-18,32.95220184326172,33.01177426061952,32.52668272130411,32.57774293820894,91760400
2005-01-19,32.407527923583984,32.97772181341563,32.39050677436408,32.96070066419573,104981000
2005-01-20,31.7862606048584,32.177740461066065,31.760730509663915,32.04157454260953,120963900
2005-01-21,31.530933380126953,31.95645205798683,31.479873216511688,31.896879702802437,138569200
2005-01-24,31.088420867919922,31.658618085162278,31.028848460418104,31.590533478615782,137499000
2005-01-25,31.24160385131836,31.564999196706843,31.19905260108489,31.292667299469898,119171300
2005-01-26,31.6160831451416,31.73522802163133,31.33523886788347,31.4543837443732,107465800
2005-01-27,31.573514938354492,31.71819311600544,31.37777654802332,31.565005985058786,103654700
2005-01-28,31.42032814025879,31.71819345201183,31.165017334794065,31.675642192176547,111648600
2005-01-31,31.82882308959961,31.93945569420823,31.709675040367234,31.794780789818933,89139900
2005-02-01,31.930944442749023,32.04158028584179,31.80328745099182,31.905414342978446,76610300
2005-02-02,31.981996536254883,32.10965023624734,31.752215980527257,32.033056717671464,100160500
2005-02-03,31.6160831451416,31.83735173770047,31.488426065214377,31.811821620296783,90157900
2005-02-04,32.126686096191406,32.186258499435034,31.616064569402475,31.616064569402475,99302000
2005-02-07,32.05860900878906,32.26285961525081,31.930955220397063,32.16924488922473,71551400
2005-02-08,32.1181526184082,32.34792985748587,32.016025793873666,32.05006806871852,72821700
2005-02-09,31.5820369720459,32.169252325885196,31.539485699411863,32.14372221159557,93276600
2005-02-10,31.6160831451416,31.760758139035016,31.38630234914524,31.709694657773245,110373000
2005-02-11,32.08412551879883,32.211779240169975,31.428826027115317,31.513928508029416,108684100
2005-02-14,32.22881317138672,32.28838558095033,32.07562604780804,32.08413824714732,54908900
2005-02-15,32.44156265258789,32.747936804815936,32.18625194121513,32.254336529022176,131406500
2005-02-16,32.32242965698242,32.475616788957225,32.19477587797209,32.36498091665253,80273900
2005-02-17,31.88839340209961,32.45858727703895,31.854351104548915,32.381993730775974,115628300
2005-02-18,31.7862606048584,31.973489960155472,31.709667072823372,31.89689642812045,69158800
2005-02-22,31.394790649414062,31.956475587906166,31.309688149760092,31.51393544751053,121232000
2005-02-23,31.43733024597168,31.54796605167289,31.233083023932117,31.52243596053071,95010100
2005-02-24,31.83734893798828,31.862879053146898,31.284172635554718,31.360766227484685,99334600
2005-02-25,32.016056060791016,32.08414067484564,31.73521514394839,31.811808711533303,79988700
2005-02-28,31.675630569458008,31.999022622706548,31.42031661122244,31.87987784030426,95731300
2005-03-01,32.02457046508789,32.08414288325963,31.76925963771567,31.803298700632876,78460600
2005-03-02,32.00753402709961,32.356459415405425,31.79477456480456,31.83732580797322,107270600
2005-03-03,31.743715286254883,32.109661869088605,31.505425696112805,32.09264072029957,89793800
2005-03-04,31.930944442749023,32.12668278271182,31.828820797214558,31.999025790954615,86622300
2005-03-07,32.39052200317383,32.58626044155322,31.9650028119698,31.999041879961243,93563900
2005-03-08,32.06712341308594,32.518172673352616,32.04159330294359,32.34796436401219,89595200
2005-03-09,31.97349739074707,32.279871590088064,31.888394889353386,32.058599892140755,98063000
2005-03-10,31.930944442749023,32.05859818805406,31.556488911487875,32.007537988512915,97043600
2005-03-11,31.63309097290039,32.186267147599,31.505437180129963,32.07563126336861,102857500
2005-03-14,31.77775764465332,31.794778793474926,31.513934707596665,31.692655146997463,65576200
2005-03-15,31.522464752197266,31.896920498920394,31.47991347927823,31.84585702354514,93856300
2005-03-16,31.165027618408203,31.64161032660062,31.088434026849672,31.41182955192503,159578000
2005-03-17,31.24160385131836,31.39479094932068,31.096928951234112,31.156501350851425,100429600
2005-03-18,31.071401596069336,31.3096944869458,30.93523562119118,31.275652181613033,108899400
2005-03-21,31.1309757232666,31.275650644139446,30.850131587756596,31.147993628643487,92752500
2005-03-22,30.748010635375977,31.275653402824943,30.730989482044972,31.156508575960956,114016300
2005-03-23,30.85865020751953,31.054391891653975,30.696954084162574,30.71397524132443,97444900
2005-03-24,30.867158889770508,31.190554346063774,30.867158889770508,30.96928257464344,77566800
2005-03-28,30.926727294921875,31.156507990895992,30.901197188631304,30.986299707235204,59739000
2005-03-29,30.679929733276367,31.130982234977342,30.586315001858175,30.867159196112752,119554300
2005-03-30,31.25863265991211,31.301183920571788,30.824604606858465,30.833113560409164,114711000
2005-03-31,31.122453689575195,31.275640761182842,31.011817860869286,31.2586196147318,86578900
2005-04-01,30.807586669921875,31.386292965384815,30.74801424948776,31.335229499389815,143814300
2005-04-04,31.028839111328125,31.147983890433057,30.66289257753341,30.85012194267073,100090300
2005-04-05,31.113943099975586,31.20755453084571,30.99479508109699,31.05437071376207,66266600
2005-04-06,31.062883377075195,31.411808786521252,30.994798786718917,31.199049311335806,82168900
2005-04-07,31.43733024597168,31.445842440653113,31.071383789495485,31.08840493240729,88618000
2005-04-08,31.18202781677246,31.54797436973556,31.147985521973123,31.488401977062676,92332900
2005-04-11,31.04586410522461,31.301174841582196,30.97778275720692,31.27564474188208,70976000
2005-04-12,31.199060440063477,31.26714505470559,30.560781786832678,31.01183099625078,144848500
2005-04-13,30.688434600830078,31.147992700728988,30.620349995539772,31.1139536445365,108995500
2005-04-14,30.2544002532959,30.722470504045447,30.211849002582728,30.688431451346307,158057900
2005-04-15,29.56507110595703,30.101222881833454,29.514007640726874,29.990590243514852,170013300
2005-04-18,29.573570251464844,29.78632974967682,29.479955552819206,29.539527952602374,110084000
2005-04-19,29.777822494506836,29.871433952032827,29.573571936149015,29.80335259688188,96922100
2005-04-20,29.53102684020996,30.03313951913559,29.43741211671402,29.965054903337393,140457400
2005-04-21,30.31398582458496,30.39057940772844,29.752300630350728,29.88846663966649,124505100
2005-04-22,29.862924575805664,30.186319935922636,29.63314391833722,30.177807737616895,114996800
2005-04-25,30.109722137451172,30.177803482034285,29.913983807903243,30.041637546416073,72170100
2005-04-26,29.828882217407227,30.382058233915547,29.820373265570495,30.033132772465628,104958800
2005-04-27,29.871437072753906,29.999094090870656,29.556553873572835,29.67569869237363,112539300
2005-04-28,29.573570251464844,29.91398674718493,29.548040150544143,29.71824515195188,98181900
2005-04-29,29.769315719604492,29.837400333611928,29.233160746881715,29.786336873106354,144435900
2005-05-02,29.888458251953125,30.007603070861627,29.69271987139589,29.871437099758648,67648800
2005-05-03,30.04165267944336,30.152288572380552,29.811871938629313,29.82889309496224,103428700
2005-05-04,30.407583236694336,30.492688973052086,29.990576491122965,30.033127736075897,90480600
2005-05-05,30.433128356933594,30.569294355869072,30.23738993636719,30.424619402323533,79341700
2005-05-06,30.51821517944336,30.65438109380175,30.399070410186205,30.611829854274404,77310200
2005-05-09,30.662921905517578,30.688455272927346,30.348038510072488,30.526755849666603,66298400
2005-05-10,30.44162368774414,30.603319707353997,30.31396671416415,30.5182172226018,77194700
2005-05-11,30.59480857849121,30.662889912153865,30.041632727644128,30.4841727590315,131952400
2005-05-12,30.50971794128418,30.80758325690924,30.348021853226967,30.66290507584494,116602200
2005-05-13,30.841623306274414,31.03736168689605,30.54375801245232,30.628863773452704,133273500
2005-05-16,31.04586410522461,31.096927551076984,30.748002120549447,30.841616814719398,79093200
2005-05-17,31.233091354370117,31.267133649273433,30.81608135793429,30.935226143643977,91665900
2005-05-18,31.658613204956055,31.794779150606203,31.241603170273095,31.318196717604568,128105900
2005-05-19,31.922435760498047,31.930947958993713,31.658616043277764,31.735209597476157,92619700
2005-05-20,32.05009460449219,32.075624708538385,31.786271625688265,31.871377383263418,66530100
2005-05-23,32.2117919921875,32.330940057667796,31.999032459223375,32.05009591585779,93068200
2005-05-24,32.31392288208008,32.33945299031266,32.08414216862715,32.13520238509231,100830000
2005-05-25,32.177764892578125,32.237337324231014,31.99053539512389,32.20329500715678,76470600
2005-05-26,32.50115203857422,32.56923666198277,32.32243477180705,32.32243477180705,84066800
2005-05-27,32.5181770324707,32.552219348192914,32.35648090247106,32.45860460318379,50076900
2005-05-31,32.407527923583984,32.54369387089096,32.27135872982474,32.501139374615065,75281500
2005-06-01,32.67134475708008,32.91814652946087,32.35646164023851,32.36497059087661,110875700
2005-06-02,32.90113067626953,32.90113067626953,32.59475646076352,32.62028980969069,75926500
2005-06-03,32.4245491027832,32.88411043880156,32.35646774547637,32.875601486557926,96998400
2005-06-06,32.43306350708008,32.50114486901676,32.30540648957617,32.44157245990236,52681400
2005-06-07,32.160743713378906,32.739450117452904,32.11819244029048,32.46711807394209,108953400
2005-06-08,32.092655181884766,32.29690581294034,31.965001378121976,32.2373333885603,79211900
2005-06-09,32.296875,32.39048964798487,31.913907461175782,32.05007333648544,99383300
2005-06-10,31.95648765563965,32.25435300981602,31.81181270230382,32.25435300981602,85971700
2005-06-13,32.10966491699219,32.296894324991484,31.87988425620737,31.896905406612078,82331300
2005-06-14,31.981996536254883,32.20326489744574,31.91391196576477,32.07560795100228,62593600
2005-06-15,32.08412551879883,32.228800385643105,31.70115786178229,32.19476134114839,103952000
2005-06-16,32.25434494018555,32.33944745068523,32.05009436995257,32.118178975514454,90450100
2005-06-17,32.258602142333984,32.548222685244305,32.15638408291079,32.46304151063389,83915700
2005-06-20,32.258602142333984,32.437487808141476,32.01157543618239,32.130830380418374,67580000
2005-06-21,32.2415657043457,32.37785753528329,32.11379394065935,32.23304888654804,97845600
2005-06-22,32.207489013671875,32.454515675923716,32.05416032705877,32.36933451645107,75221100
2005-06-23,31.84972381591797,32.522666083492176,31.798616415489143,32.25859926661473,122163300
2005-06-24,31.49196434020996,31.866766087695463,31.48344427239564,31.84121238316007,142144100
2005-06-27,31.34716033935547,31.568636666039286,31.261979136449142,31.474935393169563,72780800
2005-06-28,31.645288467407227,31.738986453571393,31.432332295350523,31.4749228798712,73330300
2005-06-29,31.577150344848633,31.738995914050026,31.49196915041722,31.730479094388595,71513600
2005-06-30,31.330110549926758,31.69639542063868,31.304556849466522,31.636767953262623,87803700
2005-07-01,31.287521362304688,31.517514425070694,31.244930776485816,31.398259484996487,55254800
2005-07-05,31.611230850219727,31.679375170377153,31.17679821757812,31.17679821757812,79288700
2005-07-06,31.457889556884766,31.75602693172894,31.39826208191593,31.543070735567763,79101000
2005-07-07,31.56861114501953,31.594164835342134,31.134178912823444,31.15973585259802,119466300
2005-07-08,32.17340850830078,32.207482264731006,31.508986505172743,31.58565083241461,101320700
2005-07-11,32.4715461730957,32.505619929966294,32.19896261703558,32.258590066832966,96283700
2005-07-12,32.62489700317383,32.76118887383508,32.37786697214577,32.4715682424981,86059300
2005-07-13,32.7015380859375,32.73561184169126,32.514135678744026,32.64191063809452,72135400
2005-07-14,33.025245666503906,33.1189469081194,32.81228948081543,32.9400612425564,99135200
2005-07-15,33.12745666503906,33.22115788668319,32.92302059004536,33.07634927101705,67239200
2005-07-18,32.991172790527344,33.127464623081444,32.95709902002542,33.04228344628024,58644000
2005-07-19,33.37450408935547,33.391540979458156,33.084883456518796,33.14451094715095,77860900
2005-07-20,33.613006591796875,33.7067078418383,33.135986772609684,33.170057295798905,91433100
2005-07-21,33.62150573730469,33.808904871316834,33.40002960240153,33.69817005331704,127286000
2005-07-22,33.578922271728516,33.72373413524785,33.40855996093323,33.630032914638775,71666600
2005-07-25,33.45115661621094,33.75781403048201,33.391529146708606,33.613002140652505,51872700
2005-07-26,33.578922271728516,33.67262349233759,33.383003014751715,33.55336857499978,67324900
2005-07-27,33.83450698852539,33.86857753600691,33.41711109967953,33.604513733380465,78351100
2005-07-28,33.99632263183594,34.00483944882214,33.766329579769504,33.86003081388397,66163700
2005-07-29,33.7152214050293,34.004838668257605,33.664110755925556,33.962248085397746,74725700
2005-08-01,33.774837493896484,33.92816614010589,33.664099416200344,33.766317430522584,59748300
2005-08-02,34.1411247253418,34.192232111509085,33.7748399603654,33.81743053198891,79284100
2005-08-03,34.12409973144531,34.18372720237558,33.97077102063792,33.99632472262133,61916400
2005-08-04,33.7918815612793,34.0218746016466,33.706700397937226,33.9707672034226,72035500
2005-08-05,33.630035400390625,33.89410220076618,33.587444819543734,33.74077351015495,66029500
2005-08-08,33.38301086425781,33.74077894984775,33.340420276544464,33.66411459218231,63415400
2005-08-09,33.604496002197266,33.72375097909883,33.4852410252957,33.53634844427957,62143600
2005-08-10,33.314849853515625,33.80890627204634,33.195594967989315,33.689651386520026,102317500
2005-08-11,33.58745193481445,33.68115318219939,33.30634819265965,33.331905146144265,92446700
2005-08-12,33.40005111694336,33.493752369032705,33.195614975524684,33.323386751547886,86367300
2005-08-15,33.604496002197266,33.75782475805768,33.289321670463934,33.340429089447795,63061100
2005-08-16,33.05931091308594,33.502260055056,32.999683456421955,33.476703109733805,94596000
2005-08-17,33.25524139404297,33.36597627984206,33.0422851913395,33.153020077138585,74470500
2005-08-18,33.084869384765625,33.306342362994,33.0252419194944,33.11042308432382,72559400
2005-08-19,33.067840576171875,33.221169309866035,33.04228687037416,33.1274680560025,52024300
2005-08-22,33.084869384765625,33.37448989442006,32.88043003994061,33.11894315047865,88056300
2005-08-23,32.991172790527344,33.15301832623109,32.88895472847517,33.084874034680844,57482900
2005-08-24,32.79524612426758,33.374487094990094,32.76117236141263,32.92302111024717,95025700
2005-08-25,32.87192153930664,32.95710272568553,32.78674035292775,32.854884652140065,52328800
2005-08-26,32.76116180419922,32.88041668630901,32.599316356971904,32.82078924525412,63840700
2005-08-29,33.016727447509766,33.09339180862708,32.59081505229215,32.59081505229215,74940400
2005-08-30,32.897464752197266,32.931538515662076,32.64191802511703,32.84635735645298,87373600
2005-08-31,33.20411682128906,33.22967051507991,32.77820459436214,32.91449637700065,93426300
2005-09-01,33.15302276611328,33.34894534801068,33.033767802839414,33.221170316243516,74884400
2005-09-02,33.025245666503906,33.24671866986038,32.99969196404641,33.221164967402885,53244900
2005-09-06,33.510780334472656,33.57040779730021,33.13597867534901,33.178569256018264,78106600
2005-09-07,33.57041549682617,33.63004297332956,33.400049885622025,33.47671424819121,57440100
2005-09-08,33.56190490722656,33.70671359147998,33.451166751974064,33.46820364120171,73529700
2005-09-09,33.749298095703125,33.80892557250574,33.4852344839926,33.570415665295265,75342100
2005-09-12,33.84299087524414,33.953728982787254,33.715219135266366,33.75780971525896,51689900
2005-09-13,33.75782012939453,33.996330050494656,33.681155761976065,33.80041072252613,66145800
2005-09-14,33.37450408935547,33.800416593559135,33.3489503789287,33.774862883132364,98644000
2005-09-15,33.35744857788086,33.51077725375676,33.263747359350845,33.442629731388486,80421500
2005-09-16,33.56190490722656,33.613012325455124,33.31487488760729,33.434129862746424,71034100
2005-09-19,33.297821044921875,33.54485093876683,33.14449236939416,33.49374029710668,73387500
2005-09-20,33.16154479980469,33.6811585272516,33.0593267180058,33.35746414385849,115202800
2005-09-21,32.79524612426758,33.110420307043604,32.76969242685281,33.06782972820136,116404300
2005-09-22,32.914493560791016,32.99115788505645,32.57376575807406,32.74412803470647,118686100
2005-09-23,33.00822448730469,33.11896266639984,32.718603806986266,32.79526820028982,70154000
2005-09-26,33.016727447509766,33.24672053086172,32.83784502138725,33.19561312308598,69327600
2005-09-27,32.940059661865234,33.13598220281602,32.80376783954297,33.04228096569695,64089500
2005-09-28,32.948577880859375,33.17857092740296,32.84635983221329,33.01672216347237,72044500
2005-09-29,33.39152145385742,33.40003826920132,32.752653071128464,32.90598174293962,117634600
2005-09-30,33.613006591796875,33.63004347811839,33.3319060911264,33.36597661431561,79248500
2005-10-03,33.69818878173828,33.8600343168457,33.655594944041006,33.68115189655009,81685600
2005-10-04,33.47671127319336,33.97077117683405,33.468194455644216,33.74929492711461,85348600
2005-10-05,33.016727447509766,33.51078738569997,32.99117374362189,33.4852336818121,106152200
2005-10-06,32.582275390625,33.10188866840079,32.301171847126064,32.99115061343593,162213700
2005-10-07,32.65896987915039,32.85488923471168,32.52267801226191,32.71008054777898,91119900
2005-10-10,32.480064392089844,32.76116474667425,32.42043694567945,32.59931928491063,64012000
2005-10-11,32.318233489990234,32.57378354337355,32.198978531453434,32.57378354337355,114736900
2005-10-12,31.93490982055664,32.420449645496454,31.883799168132775,32.13082911400136,146109500
2005-10-13,32.18193817138672,32.292676299271236,31.798619631588917,31.917874577255215,138569600
2005-10-14,32.42045593261719,32.428972751612754,32.06268779517693,32.267127195064795,131463200
2005-10-17,32.52268600463867,32.53120282677588,32.21602841641558,32.42898471385326,64080400
2005-10-18,32.29267120361328,32.52266424087209,32.29267120361328,32.488590476214554,88070400
2005-10-19,32.940059661865234,32.940059661865234,32.03712755752524,32.1308287946443,132879900
2005-10-20,32.6334114074707,33.093394360186416,32.45452571810209,32.97413940024331,132576900
2005-10-21,32.837852478027344,33.00821812469083,32.6504531912065,32.94007056624366,110032000
2005-10-24,33.35744857788086,33.374485458472925,32.76969081999174,32.99116376878319,110820900
2005-10-25,33.229698181152344,33.383026970459284,33.02526196171317,33.29784575393548,86665800
2005-10-26,33.05931091308594,33.45114941386429,33.01671708736651,33.20411952228341,89878100
2005-10-27,32.39488983154297,33.05079519047427,32.39488983154297,33.03375830783868,132231100
2005-10-28,32.64192199707031,32.70154946566289,32.30119081986699,32.50563017607965,95243900
2005-10-31,33.11042022705078,33.26374891007471,32.72709851949095,32.75265546629685,115279100
2005-11-01,33.084869384765625,33.229678014866266,32.974131270924865,33.033758736196084,73502300
2005-11-02,33.51930236816406,33.61300360989299,32.97413505205413,32.991171936864255,101409900
2005-11-03,34.021881103515625,34.14965612240071,33.800408086829016,33.85151874427379,137054000
2005-11-04,34.1411247253418,34.26889644021234,33.93668543231568,34.07297721118232,100944500
2005-11-07,34.1837272644043,34.32001909098557,34.03039855331868,34.251871552968204,65324500
2005-11-08,34.1922492980957,34.37113173850034,34.06447751900123,34.141141886239495,78859700
2005-11-09,34.20927810668945,34.35408998814399,34.09853999139518,34.175204340529184,72458800
2005-11-10,34.584068298339844,34.66073262200835,34.00482746383387,34.22630362085492,120763100
2005-11-11,34.677791595458984,34.856674048181944,34.652237887771186,34.72890226028876,80057200
2005-11-14,34.677791595458984,34.80556663280635,34.58409033466481,34.72890226028876,53652400
2005-11-15,34.51594161987305,34.8396359568518,34.39668666663186,34.69482404973482,79543500
2005-11-16,34.7288818359375,34.7373986503399,34.46481509713147,34.60962693759035,65895700
2005-11-17,35.18888473510742,35.197401553608515,34.797042845526384,34.848153504894476,94425500
2005-11-18,35.308135986328125,35.4785015835599,35.15480727376488,35.36776345794122,108820200
2005-11-21,35.393310546875,35.41886749382915,35.129247007487606,35.26553880991581,69731400
2005-11-22,35.52108383178711,35.665892443294936,35.23146335931872,35.32516457827212,88814000
2005-11-23,35.60626220703125,35.79366463031353,35.52959787472964,35.54663475406916,64101200
2005-11-25,35.68293380737305,35.72552438967063,35.54664199434889,35.64034322507546,22930200
2005-11-28,35.384803771972656,35.77664240896382,35.350729999333296,35.77664240896382,74716200
2005-11-29,35.21443176269531,35.64886091185911,35.21443176269531,35.58071662841036,77443000
2005-11-30,35.12926483154297,35.34222108397861,35.08667098149221,35.163335362347226,88044400
2005-12-01,35.78513717651367,35.81921092815671,35.35070821614633,35.359225029331185,91914100
2005-12-02,35.87033462524414,35.88737150727317,35.665895290348764,35.725522752723876,72929200
2005-12-05,35.60626220703125,35.82773838899257,35.46145360682402,35.82773838899257,61519900
2005-12-06,35.72552490234375,36.04070236466569,35.691454385688644,35.80218925136082,81509400
2005-12-07,35.657379150390625,35.80218777620455,35.46145987752016,35.77663407740281,83885500
2005-12-08,35.40184783935547,35.77664966605337,35.15481781179222,35.742575886502344,112043200
2005-12-09,35.53812789916992,35.58071848472908,35.248507368132884,35.40183607570857,56526900
2005-12-12,35.665889739990234,35.72551719308607,35.50404426008047,35.665889739990234,44863600
2005-12-13,35.81071090698242,35.95551954518986,35.572197783091745,35.623308434522606,76611600
2005-12-14,35.69145584106445,35.86181817964635,35.52960707017701,35.73404642570993,73581600
2005-12-15,35.75110626220703,35.836287486185604,35.44444865675551,35.776659979509525,72607200
2005-12-16,35.50429916381836,35.811692943714256,35.47868057252568,35.743384300612064,63743000
2005-12-19,34.94074630737305,35.61531186962133,34.923671584410016,35.58115590911192,75341700
2005-12-20,34.96638107299805,35.13715769721146,34.79560444878464,34.96638107299805,70257700
2005-12-21,35.12006378173828,35.359148992833454,34.96636521537947,35.02613651815326,68935000
2005-12-22,35.350624084472656,35.40185478644517,35.0944575454387,35.102998167296015,59149500
2005-12-23,35.350624084472656,35.51286006954036,35.26523415236372,35.44454812385321,38000400
2005-12-27,35.04322052001953,35.58970295773416,34.98344920697526,35.4530823483055,55656300
2005-12-28,35.00050354003906,35.20543268706274,34.89803570923716,35.06027481269514,50302400
2005-12-29,34.76996994018555,35.111519743157004,34.710198643233255,35.03467046746243,47301700
2005-12-30,34.50526809692383,34.65042929575446,34.46257477631185,34.61627333634824,60026500
2006-01-03,35.27376937866211,35.42746797565524,34.29180648201623,34.710208942118065,109350400
2006-01-04,35.64094543457031,35.64094543457031,35.28231421321272,35.3591635279827,92769400
2006-01-05,35.79460906982422,35.862920958959606,35.615295246779056,35.64945119134675,77656900
2006-01-06,36.44358825683594,36.46066624283584,35.91418372001014,36.084957065423595,110053900
2006-01-09,36.58875274658203,36.648524079545005,36.3069740707985,36.44359472575577,80768800
2006-01-10,36.61436080932617,36.648513520255285,36.3325789574372,36.42650624140019,84369400
2006-01-11,36.8961296081543,36.98151950603745,36.60581046993467,36.716815708537,100761400
2006-01-12,36.716819763183594,36.9644456084528,36.58873653086038,36.853440357592135,82429200
2006-01-13,36.69974899291992,36.759520311137486,36.48627906863074,36.66559302328344,64572100
2006-01-17,36.460670471191406,36.537519788456805,36.289893848680165,36.41797712988688,77962100
2006-01-18,36.04225540161133,36.255725291349314,35.880019458035584,35.88855682041662,121021900
2006-01-19,36.30696487426758,36.5631281302648,36.110572936093284,36.22157495074015,111094000
2006-01-20,35.2225341796875,36.2813463373279,35.13714752095667,36.25572773387486,188569400
2006-01-23,35.23106384277344,35.39330301911322,35.077368542107024,35.31645374013425,111381900
2006-01-24,35.384769439697266,35.606779959707616,35.273767436984265,35.31646076551174,77956900
2006-01-25,35.23106384277344,35.58115427872396,35.077368542107024,35.555538938161476,99826400
2006-01-26,35.47869873046875,35.59824136004733,35.205457503634165,35.436005399518166,112600600
2006-01-27,35.95686721801758,36.19595244201327,35.64093270669586,35.692163393385286,110830400
2006-01-30,36.02517318725586,36.13617842892028,35.922708564261114,36.01663582587781,53942600
2006-01-31,35.86294174194336,36.093489615445186,35.70070579716447,36.00809970454152,100988100
2006-02-01,35.99102020263672,36.008094925259115,35.6067737978006,35.64092975762861,89168700
2006-02-02,35.37624740600586,35.93127068924008,35.35916941573627,35.871496094649714,94047400
2006-02-03,34.94074630737305,35.20545011538345,34.82120370288179,35.11152285262842,121094200
2006-02-06,34.84682083129883,35.01759411205552,34.65896631371662,34.7699715520417,58162800
2006-02-07,34.69313430786133,34.94929757515116,34.530895074653394,34.787061599235884,87327000
2006-02-08,35.094459533691406,35.13715613081125,34.74436893544275,34.94076090448048,89907800
2006-02-09,34.761436462402344,35.32499684749117,34.693127790693545,35.18837624678152,78213400
2006-02-10,34.97489547729492,35.06028536198948,34.377179313597175,34.73581031473224,102575900
2006-02-13,34.57358169555664,34.787051566279956,34.41134250914021,34.75289560521421,70643100
2006-02-14,34.923683166503906,35.026147824721846,34.50528065473378,34.641901284788624,94340300
2006-02-15,35.14567565917969,35.23106229549897,34.77850725988227,34.82974119604867,92254300
2006-02-16,35.470157623291016,35.47869498566307,35.13714511681689,35.27376571581376,103859600
